clo_code,course_code,description,pi_code,plo_code,assessment_level,bloom_level,weight,keywords,assessment_methods
CLO 4_ME3267,ME3267,"Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.","PI12.3
PI12.4",PLO12,"PI12.3
PI12.4",2,1.0,"['hình', 'hiệu', 'nghiệp', 'chuyên', 'việc', 'chất', 'năng', 'thiết', 'nhân', 'nghề']",[]
CLO 1_ME3268,ME3268,"Hiểu rõ chức năng, cấu tạo, nguyên lý của các thiết bị đo chuyên dùng trong ô tô,  khả năng áp dụng, xây dựng và giải quyết các vấn đề kỹ thuật trong lĩnh vực sửa chữa ô tô","PI4.1
PI4.2",PLO4,"PI4.1
PI4.2",3,1.0,"['giải', 'chức', 'hiểu', 'chuyên', 'dựng', 'thuật', 'lĩnh', 'dụng', 'năng', 'thiết']",[]
CLO 2_ME3268,ME3268,"Tính toán, lập báo cáo, thuyết trình, phản biện công việc cá nhân; lập kế hoạch, điều phối công việc khi làm việc nhóm.","PI11.1
PI11.2",PLO11,"PI11.1
PI11.2",3,1.0,"['thuyết', 'phản', 'toán', 'tính', 'công', 'việc', 'điều', 'nhóm', 'nhân', 'trình']",[]
CLO 3_ME3268,ME3268,"Có kỹ năng làm việc nhóm, tư duy hệ thống, phân tích, phản biện, tổng hợp và giải quyết vấn đề trong lĩnh vực chẩn đoán sửa chữa ô tô.","PI8.1 
PI8.2",PLO8,"PI8.1 
PI8.2",3,1.0,"['đoán', 'giải', 'phản', 'việc', 'lĩnh', 'tích', 'chẩn', 'năng', 'phân', 'thống']",[]
CLO 4_ME3268,ME3268,"Có phẩm chất đạo đức nghề nghiệp,, tư duy sáng tạo, thích nghi với sự thay đổi của môi trường công việc, định hướng và tìm kiếm cơ hội phát triển nghề nghiệp trong chẩn đoán, sửa chữa ô tô.","PI12.2 
PI12.3",PLO12,"PI12.2 
PI12.3",6,1.0,"['đoán', 'sáng', 'việc', 'công', 'chất', 'trường', 'nghi', 'thích', 'chữa', 'định']",[]
CLO 1_ATE3269,ATE3269,Hiểu rõ được các từ vựng Tiếng Anh chuyên ngành thường dùng trong ngành cơ khí,PI 2.2,PLO2,PI 2.2,2,1.0,"['thường', 'hiểu', 'chuyên', 'vựng', 'tiếng', 'ngành', 'dùng']",[]
CLO 2_ATE3269,ATE3269,Sử dụng và lựa chọn đúng các thuật ngữ Tiếng Anh chuyên ngành vào từng trường hợp cụ thể,PI 7.1,PLO7,PI 7.1,3,1.0,"['ngành', 'chuyên', 'thuật', 'đúng', 'trường', 'dụng', 'tiếng', 'chọn', 'từng']",[]
CLO 3_ATE3269,ATE3269,Có tư duy nghiên cứu và đọc hiểu các tài liệu Tiếng Anh chuyên ngành,PI 9.2,PLO9,PI 9.2,2,1.0,"['hiểu', 'chuyên', 'nghiên', 'tiếng', 'ngành', 'liệu']",[]
CLO 4_ATE3269,ATE3269,"Có ý thức, thái độ học tập nghiêm túc, tích cực",PI 12.4,PLO12,PI 12.4,2,1.0,"['tích', 'nghiêm', 'thức', 'thái']",[]
CLO 1_ATE3272,ATE3272,"Kiến thức nền tảng về doanh nghiệp, các hoạt động quản trị sản xuất, tổ chức, điều hành một cơ sở sản xuất, lập quy trình sản xuất, các công cụ quản lý chất lượng.",PI 2.1,PLO2,PI 2.1,4,1.0,"['động', 'xuất', 'chức', 'nghiệp', 'doanh', 'công', 'chất', 'điều', 'hoạt', 'tảng']",[]
CLO 2_ATE3272,ATE3272,"Khả năng phân tích, lập luận, giải quyết vấn đề, tư duy có hệ thống và nắm vững các vấn đề về các hoạt động quản trị sản xuất và quản lý chất lượng.",PI 7.2,PLO7,PI 7.2,3,1.0,"['vững', 'luận', 'giải', 'động', 'xuất', 'tích', 'chất', 'hoạt', 'năng', 'phân']",[]
CLO 3_ATE3272,ATE3272,"Có khả năng thành lập nhóm, lãnh đạo nhóm, thảo luận để đưa ra các giải pháp để giải quyết các vấn đề quản trị một cách tối ưu.",PI 7.2,PLO7,PI 7.2,3,1.0,"['luận', 'giải', 'pháp', 'thảo', 'năng', 'nhóm', 'quyết', 'cách', 'lãnh', 'quản']",[]
CLO 4_ATE3272,ATE3272,"Khả năng tính toán và lựa chọn, vận dụng các phương pháp trong quản trị sản xuất và chất lượng vào hoạt động sản xuất của doanh nghiệp",PI 11.3,PLO11,PI 11.3,3,1.0,"['pháp', 'xuất', 'động', 'nghiệp', 'toán', 'tính', 'doanh', 'phương', 'chất', 'hoạt']",[]
CLO 1_AET3273,AET3273,Hiểu được các bước sử dụng phần mềm chẩn đoán kỹ thuật ôtô ELECTUDE,PI9.1,PLO9,PI9.1,2,1.0,"['đoán', 'bước', 'electude', 'phần', 'chẩn', 'hiểu', 'thuật', 'dụng']",[]
CLO 2_AET3273,AET3273,"Trình bày được nhiệm vụ, yêu cầu, phân loại và cấu tạo của các hệ thống động cơ, gầm, điện ôtô",PI5.1,PLO5,PI5.1,2,1.0,"['nhiệm', 'động', 'phân', 'loại', 'trình', 'thống', 'điện']",[]
CLO 3_AET3273,AET3273,"Giải thích đúng những hiện tượng, nguyên nhân sai hỏng và phương pháp kiểm tra, chẩn đoán các sai hỏng của các hệ thống động cơ, gầm, điện ôtô; quy trình chẩn đoán ôtô",PI6.1,PLO6,PI6.1,2,1.0,"['đoán', 'giải', 'pháp', 'động', 'điện', 'tượng', 'chẩn', 'những', 'phương', 'đúng']",[]
CLO 4_AET3273,AET3273,"Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.","PI12.3
PI12.4",PLO12,"PI12.3
PI12.4",2,1.0,"['hình', 'hiệu', 'nghiệp', 'chuyên', 'việc', 'chất', 'năng', 'thiết', 'nhân', 'nghề']",[]
CLO1_AET3274,AET3274,"Vận dụng kiến thức về khoa học tự nhiên, ngoại ngữ, tin học vào lĩnh vực chế tạo phụ tùng.","PI 2.1
PI 2.2",PLO2,"PI 2.1
PI 2.2",3,1.0,"['lĩnh', 'khoa', 'tùng', 'dụng', 'thức', 'nhiên', 'ngoại', 'kiến']",[]
CLO2_AET3274,AET3274,"Khả năng áp dụng, xây dựng và giải quyết các vấn đề kỹ thuật trong lĩnh vực chế tạo phụ tùng.","PI 4.1
PI 4.2",PLO4,"PI 4.1
PI 4.2",3,1.0,"['giải', 'dựng', 'lĩnh', 'thuật', 'tùng', 'dụng', 'năng', 'quyết']",[]
CLO3_AET3274,AET3274,"Có kỹ năng làm việc nhóm, tư duy hệ thống, phân tích, phản biện, tổng hợp và giải quyết vấn đề trong lĩnh vực chế tạo phụ tùng.","PI 8.1
PI 8.2",PLO8,"PI 8.1
PI 8.2",3,1.0,"['giải', 'phản', 'việc', 'lĩnh', 'tích', 'tùng', 'năng', 'phân', 'thống', 'nhóm']",[]
CLO4_AET3274,AET3274,"Tính toán, lập báo cáo, thuyết trình, phản biện, tổ chức công việc cá nhân; lập kế hoạch, điều phối công việc khi làm việc nhóm","PI11.1
PI11.2",PLO11,"PI11.1
PI11.2",3,1.0,"['chức', 'thuyết', 'phản', 'toán', 'tính', 'công', 'việc', 'điều', 'nhóm', 'nhân']",[]
CLO5_AET3274,AET3274,"Có phẩm chất đạo đức nghề nghiệp,, tư duy sáng tạo, thích nghi với sự thay đổi của môi trường công việc, định hướng và tìm kiếm cơ hội phát triển nghề nghiệp.","PI12.2 
PI12.3",PLO12,"PI12.2 
PI12.3",6,1.0,"['sáng', 'nghiệp', 'thay', 'việc', 'công', 'hướng', 'chất', 'kiếm', 'trường', 'nghề']",[]
CLO 1_,,"Hiểu rõ thế nào là sản xuất kinh doanh vận tải, thế nào là logistic",PI 8.1,PLO8,PI 8.1,2,1.0,"['xuất', 'logistic', 'kinh', 'hiểu', 'doanh']",[]
CLO 2_,,Sử dụng và lựa chọn phương tiện vận tải phù hợp với chi phí và hiệu quả hoạt động logistics,PI 9.1,PLO9,PI 9.1,3,1.0,"['động', 'hiệu', 'phương', 'hoạt', 'dụng', 'chọn', 'logistics', 'tiện']",[]
CLO 3_,,Có tư duy tổng quan về vận tải và logistics,PI 7.1,PLO7,PI 7.1,2,1.0,"['logistics', 'quan', 'tổng']",[]
CLO 4_,,"Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.","PI12.3
PI12.4",PLO12,"PI12.3
PI12.4",2,1.0,"['hình', 'hiệu', 'nghiệp', 'chuyên', 'việc', 'chất', 'năng', 'thiết', 'nhân', 'nghề']",[]
CLO 1_AET3276,AET3276,Hiểu được về quản lý dịch vụ ô tô; Hiểu được quản lý nhân sự trong phòng dịch vụ; Tiêu chuẩn vận hành dịch vụ sau bán hàng của hãng; Đánh giá hoạt động bằng các chỉ số hoạt động dịch vụ,"PI10.1
PI10.2",PLO10,"PI10.1
PI10.2",2,1.0,"['động', 'hiểu', 'phòng', 'chuẩn', 'bằng', 'tiêu', 'hoạt', 'hàng', 'hãng', 'hành']",[]
CLO 2_AET3276,AET3276,Giải thích được các quy trình về quản lý dịch vụ ô tô; Phân tich được vài trò của quản lý nhân sự trong phòng dịch vụ; lập được tiêu chuẩn vận hành dịch vụ sau bán hàng của hãng;,PI6.1,PLO6,PI6.1,2,1.0,"['giải', 'chuẩn', 'phòng', 'tiêu', 'hàng', 'hãng', 'phân', 'tich', 'hành', 'nhân']",[]
CLO 3_AET3276,AET3276,Quản lý và làm việc nhóm; thuyết trình các vấn đề và các quy trình trong dịch vụ,PI8.1,PLO8,PI8.1,2,1.0,"['thuyết', 'việc', 'trình', 'nhóm', 'dịch', 'quản']",[]
CLO 4_AET3276,AET3276,"Ý thức được vai trò và vị trí của bản thân trong một đại lý ôtô. Có trách nhiệm tích cực làm việc, học tập trong quá trình thực tập",PI12.3,PLO12,PI12.3,2,1.0,"['trách', 'nhiệm', 'việc', 'tích', 'thân', 'thức', 'trình', 'thực']",[]
CLO 1_AET3277,AET3277,Hiểu được kỹ thuật lái xe cơ bản; các kỹ năng cần thiết của công việc lái xe.,PI4 .1,PLO4,PI4 .1,2,1.0,"['hiểu', 'công', 'việc', 'thuật', 'năng', 'thiết']",[]
CLO 2_AET3277,AET3277,Nắm được các kỹ thuật lái xe ô tô trên đường thẳng; đường vòng; vào nhà đậu xe; tập lái trên đường hẹp,PI6.1,PLO6,PI6.1,2,1.0,"['thẳng', 'vòng', 'đường', 'thuật', 'trên']",[]
CLO 3_AET3277,AET3277,"Nắm được cơ bản quy trình bảo dưỡng, chăm sóc nội thất bên trong xe ôtô; Quy trình bảo dướng, chăm sóc khung vở xe ôtô; quy trình bảo dưỡng, chăm sóc khung gầm xe ôtô.","PI 6.1
PI6.2",PLO6,"PI 6.1
PI6.2",2,1.0,"['dướng', 'dưỡng', 'chăm', 'thất', 'trình', 'khung']",[]
CLO 4_AET3277,AET3277,"Kỹ năng chuyên nghiệp và phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề","PI12.3 
PI12.4",PLO12,"PI12.3 
PI12.4",2,1.0,"['hình', 'hiệu', 'nghiệp', 'chuyên', 'việc', 'chất', 'năng', 'thiết', 'nhân', 'nghề']",[]
CLO 1_AET3235,AET3235,"Hiểu rõ động lực học quá trình phanh,các yếu tố ảnh hưởng đến hiệu quả phanh và các giải pháp công nghệ nâng cao hiệu quả phanh. Ý nghĩa của hệ thống phanh điện tử trong hệ thống ô tô thông minh.",PI4.1,PLO4,PI4.1,2,1.0,"['động', 'hiệu', 'giải', 'pháp', 'hiểu', 'công', 'phanh', 'nghĩa', 'hưởng', 'nghệ']",[]
CLO 2_AET3235,AET3235,"Hiểu và phân tích được kết cấu, nguyên lý làm việc của các hệ phanh điều khiển điện tử. Nắm được được các hiện tượng, nguyên nhân hư hỏng của hệ thống phanh điều khiển điện tử trên xe ô tô.","PI5.1
PI5.2",PLO5,"PI5.1
PI5.2",2,1.0,"['trên', 'tượng', 'hiểu', 'việc', 'tích', 'phanh', 'điều', 'phân', 'khiển', 'nhân']",[]
CLO 3_AET3235,AET3235,"Áp dụng các kiến thức đã học để chẩn đoán, kiểm tra, bảo dưỡng, sửa chữa hệ thống phanh điều khiển điện tử.","PI6.1
PI6.2",PLO6,"PI6.1
PI6.2",3,1.0,"['đoán', 'dưỡng', 'điện', 'chẩn', 'phanh', 'điều', 'dụng', 'thức', 'khiển', 'thống']",[]
CLO 4_AET3235,AET3235,"Kỹ năng chuyên nghiệp và phẩm chất các nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề","PI12.3
PI12.4",PLO12,"PI12.3
PI12.4",2,1.0,"['hình', 'hiệu', 'nghiệp', 'chuyên', 'việc', 'chất', 'năng', 'thiết', 'nhân', 'nghề']",[]
CLO1_AET3227,AET3227,"Vận dụng kiến thức về khoa học tự nhiên, ngoại ngữ, tin học vào lĩnh vực lắp ráp ô tô.","PI 2.1
PI 2.2",PLO2,"PI 2.1
PI 2.2",3,1.0,"['lĩnh', 'khoa', 'dụng', 'thức', 'nhiên', 'ngoại', 'kiến']",[]
CLO2_AET3227,AET3227,"Khả năng áp dụng, xây dựng và giải quyết các vấn đề kỹ thuật trong lĩnh vực lắp ráp ô tô.","PI 4.1
PI 4.2",PLO4,"PI 4.1
PI 4.2",3,1.0,"['giải', 'dựng', 'lĩnh', 'thuật', 'dụng', 'năng', 'quyết']",[]
CLO3_AET3227,AET3227,"Có kỹ năng làm việc nhóm, tư duy hệ thống, phân tích, phản biện, tổng hợp và giải quyết vấn đề trong lĩnh vực lắp ráp ô tô.","PI 8.1
PI 8.2",PLO8,"PI 8.1
PI 8.2",3,1.0,"['giải', 'phản', 'việc', 'lĩnh', 'tích', 'năng', 'phân', 'thống', 'nhóm', 'quyết']",[]
CLO4_AET3227,AET3227,"Tính toán, lập báo cáo, thuyết trình, phản biện, tổ chức công việc cá nhân; lập kế hoạch, điều phối công việc khi làm việc nhóm","PI11.1
PI11.2",PLO11,"PI11.1
PI11.2",3,1.0,"['chức', 'thuyết', 'phản', 'toán', 'tính', 'công', 'việc', 'điều', 'nhóm', 'nhân']",[]
CLO5_AET3227,AET3227,"Có phẩm chất đạo đức nghề nghiệp,, tư duy sáng tạo, thích nghi với sự thay đổi của môi trường công việc, định hướng và tìm kiếm cơ hội phát triển nghề nghiệp trong lắp ráp ô tô.","PI12.2 
PI12.3",PLO12,"PI12.2 
PI12.3",6,1.0,"['sáng', 'nghiệp', 'thay', 'việc', 'công', 'hướng', 'chất', 'kiếm', 'trường', 'nghề']",[]
CLO 1_AET3236,AET3236,"Hiểu rõ chức năng, cấu tạo, nguyên lý hộp số tự động trên ô tô",PI5 .1,PLO5,PI5 .1,2,1.0,"['động', 'chức', 'hiểu', 'năng', 'nguyên', 'trên']",[]
CLO 2_AET3236,AET3236,"Hiểu các loại hộp số tự động, ưu nhược điểm từng loại HSTĐ",PI6 .2,PLO6,PI6 .2,2,1.0,"['động', 'hstđ', 'điểm', 'hiểu', 'nhược', 'loại', 'từng']",[]
CLO 3_AET3236,AET3236,"Có tư duy phân tích, xác định  được hư hỏng thường gặp với hộp số tự động",PI10.1,PLO10,PI10.1,1,1.0,"['động', 'thường', 'tích', 'phân', 'hỏng', 'định']",[]
CLO 4_AET3236,AET3236,"Kỹ năng chuyên nghiệp và phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.","PI 12.3
PI 12.4",PLO12,"PI 12.3
PI 12.4",2,1.0,"['hình', 'hiệu', 'nghiệp', 'chuyên', 'việc', 'chất', 'năng', 'thiết', 'nhân', 'nghề']",[]
CLO 1_AET3226,AET3226,Hiểu rõ chức năng vai trò các loại xe chuyên dùng trong ngành giao thông vận tải,"PI4.1
PI4.2",PLO4,"PI4.1
PI4.2",2,1.0,"['chức', 'hiểu', 'chuyên', 'năng', 'loại', 'dùng', 'thông', 'ngành', 'giao']",[]
CLO 2_AET3226,AET3226,"Nắm được nguyên lý kết cấu, làm việc các hệ thống , cơ cấu trên xe chuyên dùng","PI5.1
PI5.2",PLO5,"PI5.1
PI5.2",2,1.0,"['chuyên', 'việc', 'dùng', 'thống', 'nguyên', 'trên']",[]
CLO 3_AET3226,AET3226,"Có tư duy phân tích được hư hỏng thường gặp, phương pháp sửa chữa","PI6.1
PI6.2",PLO6,"PI6.1
PI6.2",4,1.0,"['pháp', 'thường', 'tích', 'phương', 'phân', 'hỏng', 'chữa']",[]
CLO 4_AET3226,AET3226,"Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.","PI12.3
PI12.4",PLO12,"PI12.3
PI12.4",2,1.0,"['hình', 'hiệu', 'nghiệp', 'chuyên', 'việc', 'chất', 'năng', 'thiết', 'nhân', 'nghề']",[]
CLO 1_AET3229,AET3229,"Hiểu cấu tạo, nguyên lý hoạt động của các thiết bị đo và phạm vi ứng dụng của các thiết bị đo.",PI4.2,PLO4,PI4.2,2,1.0,"['động', 'hiểu', 'phạm', 'hoạt', 'dụng', 'thiết', 'nguyên']",[]
CLO 2_AET3229,AET3229,Biết được phương pháp tiến hành các thí nghiệm trên ô tô.,PI5.1,PLO5,PI5.1,2,1.0,"['pháp', 'tiến', 'phương', 'hành', 'biết', 'nghiệm', 'trên']",[]
CLO 3_AET3229,AET3229,Xây dựng được các bài thí nghiệm trong các trường hợp cụ thể.,"PI6.1
PI6.2",PLO6,"PI6.1
PI6.2",6,1.0,"['nghiệm', 'trường', 'dựng']",[]
CLO 4_AET3229,AET3229,"Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.",PI12.4,PLO12,PI12.4,2,1.0,"['hình', 'hiệu', 'nghiệp', 'chuyên', 'việc', 'chất', 'năng', 'thiết', 'nhân', 'nghề']",[]
CLO 1_,,"Mô tả được phương pháp tổ chức, quản lý điều hành; bố trí vận hành trang thiết bị, cơ sở vật chất của  các cơ sở kinh doanh, dịch vụ bảo dưỡng, sửa chữa.","PI4.1
PI4.2",PLO4,"PI4.1
PI4.2",4,1.0,"['trang', 'pháp', 'chức', 'kinh', 'dưỡng', 'doanh', 'phương', 'chất', 'điều', 'hành']",[]
CLO 2_,,"Áp dụng các kiến thức đã học để chẩn đoán, kiểm tra, bảo dưỡng, sửa chữa các cụm, hệ thống, cơ cấu trên xe ô tô và tổ chức bảo dưỡng, sửa chữa khắc phục hư hỏng xe ô tô. 
Kiểm tra đánh giá tình trạng kỹ thuật và lựa chọn công nghệ khắc phục khung vỏ xe ô tô sau va chạm;
Nâng cao kỹ năng tư vấn bán, kinh doanh vật tư phụ tùng, xe ô tô.","PI8.1
PI8.2",PLO8,"PI8.1
PI8.2",4,1.0,"['đoán', 'dưỡng', 'trạng', 'công', 'doanh', 'thức', 'hỏng', 'chữa', 'đánh', 'thuật']",[]
CLO 3_,,"Tổng hợp được các kiến thức lý thuyết, thực tế để hoàn thành các nội dung trong báo cáo thực tập; làm cơ sở bổ sung, hoàn thiện đề tài tốt nghiệp, nội dung thực tâp tốt nghiệp.","PI11.1
PI11.2",PLO11,"PI11.1
PI11.2",6,1.0,"['thuyết', 'hoàn', 'nghiệp', 'dung', 'thức', 'thực', 'thiện', 'sung', 'kiến', 'tổng']",[]
CLO 4_,,"Có phẩm chất đạo đức nghề nghiệp,, tư duy sáng tạo, thích nghi với sự thay đổi của môi trường công việc, định hướng và tìm kiếm cơ hội phát triển nghề nghiệp trong lĩnh vực công nghệ ô tô.","PI12.2 
PI12.3",PLO12,"PI12.2 
PI12.3",6,1.0,"['sáng', 'nghiệp', 'thay', 'việc', 'công', 'hướng', 'chất', 'kiếm', 'trường', 'nghề']",[]
CLO 1_AET4243,AET4243,"Hiểu rõ được nhiệm vụ học phần, vận dụng những kiến thức đã học để hoàn thành một nhiệm vụ khoa học được nêu trong đồ án.",PI 7.1,PLO7,PI 7.1,2,1.0,"['nhiệm', 'hoàn', 'phần', 'những', 'hiểu', 'khoa', 'dụng', 'thức', 'kiến', 'thành']",[]
CLO 2_AET4243,AET4243,"Sử dụng và lựa chọn những kiến thức đã học để thực hiện một trong những nhiệm vụ như Thiết kế chế tạo; thiết kế cải tiến hoặc hoán cải các chi tiết, cụm chi tiết, hệ thống, tổng thành trên ô tô. Kiểm nghiệm độ bền, độ tin cậy, đánh giá chất lượng các chi tiết, cụm chi tiết, hệ thống, tổng thành trên ô tô. Khai thác sử dụng ô tô trong điều kiện thực tế Việt Nam. Khai thác, vận hành, bảo dưỡng các thiết bị kiểm định, chẩn đoán, bảo dưỡng-sửa chữa ô tô. Xây dựng quy trình lắp ráp các tổng thành, hệ thống và ô tô. Xây dựng quy trình công nghệ kiểm định, chẩn đoán, bảo dưỡng, sửa chữa ô tô. Tính toán, khảo sát hệ thống cung cấp các loại nhiên liệu mới, các nguồn năng lượng mới trên ô tô.",PI 5.2,PLO5,PI 5.2,3,1.0,"['đoán', 'dưỡng', 'tiến', 'những', 'dựng', 'chất', 'khai', 'việt', 'công', 'thức']",[]
CLO 3_AET4243,AET4243,Có tư duy tổng hợp về lich vực khoa học được nêu lên trong nhiệm vụ của đồ án,PI 8.1,PLO8,PI 8.1,6,1.0,"['nhiệm', 'lich', 'tổng', 'khoa']",[]
CLO 4_AET4243,AET4243,"Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.","PI12.3
PI12.4",PLO12,"PI12.3
PI12.4",2,1.0,"['hình', 'hiệu', 'nghiệp', 'chuyên', 'việc', 'chất', 'năng', 'thiết', 'nhân', 'nghề']",[]
