text,clo_code,target_score,bloom_level,keywords_found,confidence,label,metadata,split
Báo cáo không thể hiện chỉnh. nêu Sử dụng thuật ngữ chưa đúng chưa tốt,CLO4_,1.79,1,['thuật'],0.662,negative,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_negative', 'course_code': '', 'original_clo_description': ') và bố cục thành các chương như sau: Chương 1. Khái niệm chung về bản vẽ điện, điện tử: 3 (02 LT; 01 BT) Chương 2. Các ký hiệu, quy ước dùng trong bản vẽ điện, điện tử: 09 (06 LT; 03 BT) Chương 3. Vẽ sơ đồ điện: 12 (09 LT; 03 BT) Chương 4. Nguyên tắc chuyển đổi các dạng sơ đồ và dự trù vật tư: 06 (03 LT; 03 BT) Cụ thể: Điều chỉnh, bổ sung nội dung - Vẽ các ký hiệu điện, điện tử trong sơ đồ cung cấp điện ở chương 2 - Vẽ sơ đồ mặt bằng, sơ đồ vị trí; Vẽ sơ đồ nối dây; Vẽ sơ đồ đơn tuyến; Vẽ các sơ đồ điều khiển mạng điện công nghiệp ở chương 3 2. Ý kiến của các thành viên: Sau khi tìm hiểu, nghiên cứu và xem xét, các thành viên đều nhất trí với những nội dung trong cuộc họp đã được nêu ra trong quá trình xây dựng, điều chỉnh ĐCCT. Tuy nhiên cũng có một số ý kiến đóng góp xây dựng để ĐCCT hoàn thiện hơn: Ý kiến 1: Các nội dung kiến thức trong ĐCCT về cơ bản đã đáp ứng được các mục tiêu khi xây dựng chuẩn đầu ra của học phần. Tuy nhiên cần giới thiệu thêm các tài liệu tham khảo để người học dễ dàng tiếp cận. Ý kiến 2: Trong nội dung, bố cục ở các chương nên chia tách ra những tiểu mục nhỏ để người học dễ phân loại và tránh nhầm lẫn về kiến thức Ý kiến 3: Với thời lượng 2 tín chỉ có nên mở rộng thêm những kiến thức chuyên sâu liên quan đến nội dung về vẽ điện, mạch điện cụ thể không 3. Trả lời các câu hỏi đã được nêu: - Trả lời ý kiến 1: Đồng ý bổ sung thêm tài liệu tham khảo - Trả lời ý kiến 2: Ở nội dung chương 3 sẽ chia nhỏ thành các tiểu mục để dễ phân loại và tra cứu kiến thức - Trả lời ý kiến 3: Nội dung kiến thức về cơ bản đã đáp ứng được mục tiêu xây dựng chuẩn đầu ra của học phần nên không cần mở rộng thêm kiến thức chuyên sâu liên quan về vẽ điện, mạch điện cụ thể vì trong CTĐT sau khi học xong học phần này SV còn được học học phần vẽ điện, điện tử. 4. Kết luận: Sau khi nghe, tiếp thu và chỉnh sửa theo các ý kiến đóng góp của các thành viên, tổ trưởng tổ xây dựng, chỉnh sửa ĐCCT đã thay mặt các thành viên đưa ra kết luận. - Đề cương chi tiết học phần Vẽ kỹ thuật (ME2217) đạt các yêu cầu quy định đối với đề cương chi tiết học phần theo CTĐT đã ban hành - Biên bản thảo luận ĐCCT được tổ chuyên môn nhất trí thông qua là cơ sở để đề xuất lên Hội đồng KH&ĐT Nhà trường xem xét ban hành sử dụng. Phiên họp kết thúc vào hồi 11 giờ 00, ngày 21 tháng 08 năm 2023. Các thành viên trong cuộc họp 100% nhất trí theo kết luận cuộc họp.'}",train
Báo cáo thể hiện tổng tốt. áp dụng Thể hiện hiểu biết sâu sắc về thuật,CLO 3_AET3221,3.56,3,"['tổng', 'thực', 'định']",0.884,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3221', 'original_clo_description': 'Có tư duy tổng hợp để có thể thực hiện quy trình công nghệ kiểm định kỹ thuật ô tô'}",train
Bài làm áp dụng thức và Áp dụng kiến thức AET3217 một cách hiệu quả hoàn chỉnh,CLO 4_AET3217,3.4,3,"['đúng', 'việc', 'thực', 'thái', 'nghiêm']",0.85,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3217', 'original_clo_description': 'Có ý thức, thái độ cầu thị, nghiêm túc, thực hiện đúng các nội quy, quy chế. Từ đó, hình thành tác phong làm việc chuyên nghiệp.'}",train
Bài làm vận dụng siêu và Phân tích siêu đơn giản chi tiết,CLO 3_ME2206,2.57,3,"['chuyển', 'tĩnh', 'phân']",0.744,neutral,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2206', 'original_clo_description': 'Có tư duy phân tích và tính toán được các bài toán liên quan đến sức bền vật liệu (chuyển vị, siêu tĩnh, hệ lực chịu tải động...)'}",train
Sinh viên chưa hiểu nhân. Phân tích điều còn hạn chế không đầy đủ,CLO 2_ME3268,1.75,2,[],0.649,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': 'ME3268', 'original_clo_description': 'Tính toán, lập báo cáo, thuyết trình, phản biện công việc cá nhân; lập kế hoạch, điều phối công việc khi làm việc nhóm.'}",train
Bài làm giải thích hiểu và Hiểu cơ bản về hành đầy đủ,CLO 1_AET3276,2.46,2,"['bằng', 'hành']",0.826,neutral,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3276', 'original_clo_description': 'Hiểu được về quản lý dịch vụ ô tô; Hiểu được quản lý nhân sự trong phòng dịch vụ; Tiêu chuẩn vận hành dịch vụ sau bán hàng của hãng; Đánh giá hoạt động bằng các chỉ số hoạt động dịch vụ'}",train
Báo cáo không thể hiện pháp. phân tích Hiểu cơ bản về pháp chưa tốt,CLO 1_,2.67,4,"['doanh', 'chức', 'pháp']",0.802,neutral,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_neutral', 'course_code': '', 'original_clo_description': 'Mô tả được phương pháp tổ chức, quản lý điều hành; bố trí vận hành trang thiết bị, cơ sở vật chất của  các cơ sở kinh doanh, dịch vụ bảo dưỡng, sửa chữa.'}",train
Bài làm thiếu chỉnh. Không xác định Áp dụng kiến thức  chưa chính xác,CLO 2_,1.66,1,['hình'],0.649,negative,"{'template_used': 'Bài làm thiếu {concept}. Không {action} {detail}', 'generation_method': 'synthetic_negative', 'course_code': '', 'original_clo_description': 'Thông thuộc các lệnh vẽ, các lệnh chỉnh sửa, cách tạo Layer, tạo khối Block, tạo mảng Array. Biết hình thành bản vẽ trên các Model và Layout'}",train
Nội dung phân loại rõ ràng về tiêu. Kết luận chính xác và có căn cứ,CLO 2_AET3276,3.34,2,"['hàng', 'giải', 'phòng', 'hãng', 'tiêu']",0.882,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3276', 'original_clo_description': 'Giải thích được các quy trình về quản lý dịch vụ ô tô; Phân tich được vài trò của quản lý nhân sự trong phòng dịch vụ; lập được tiêu chuẩn vận hành dịch vụ sau bán hàng của hãng;'}",train
Sinh viên đã giải thích tích chính xác và Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 4_ME2206,3.47,2,"['thái', 'thức', 'nghiêm', 'tích']",0.872,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2206', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",train
Nội dung so sánh rõ ràng về pháp. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 1_,3.62,4,"['trang', 'chất', 'hành', 'phương', 'dưỡng']",0.81,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Mô tả được phương pháp tổ chức, quản lý điều hành; bố trí vận hành trang thiết bị, cơ sở vật chất của  các cơ sở kinh doanh, dịch vụ bảo dưỡng, sửa chữa.'}",train
Sinh viên thực hiện thức một cách chi tiết. Phân tích thống đơn giản,CLO 5_AET3219,2.14,3,"['thống', 'điện']",0.737,neutral,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3219', 'original_clo_description': 'Áp dụng các kiến thức đã học để kiểm tra, sửa chữa các hệ thống điện – điện tử trên  ô tô'}",train
Sinh viên áp dụng dụng một cách chính xác. Phân tích toàn đơn giản,CLO 2_ME3260,2.89,3,"['việc', 'toàn', 'động']",0.745,neutral,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'ME3260', 'original_clo_description': 'Sử dụng và lựa chọn được các phương án phù hợp liên quan đến an toàn lao động tại nơi làm việc'}",train
Sinh viên chưa mô tả đúng. Áp dụng kiến thức ME2257 chưa chính xác không đầy đủ,CLO 2_ME2257,0.5,2,['đúng'],0.71,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': 'ME2257', 'original_clo_description': 'Sử dụng và lựa chọn đúng cơ cấu thủy lực và khí nén phù hợp với yêu cầu của thực tế'}",train
Nội dung hiểu rõ ràng về dụng. Thể hiện hiểu biết sâu sắc về chuyên,CLO 3_ME3263,3.41,2,"['thiết', 'đoán', 'dụng']",0.91,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3263', 'original_clo_description': 'Giải thích và lập được quy trình về kiểm tra bảo dưỡng sữa chữa động cơ. Sử dụng và lựa chọn các trang thiết bị chuyên dụng để chẩn đoán, bảo dưỡng, sửa chữa động cơ'}",train
Bài làm phân loại dụng và Kết luận chính xác và có căn cứ rõ ràng,CLO 1_ME2255,3.42,2,"['hiểu', 'nguyên', 'loại', 'tiết']",0.818,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2255', 'original_clo_description': 'Hiểu rõ được các kích thước, dung sai kích thước chi tiết, nguyên lý cấu tạo các loại dụng cụ đo'}",train
Bài làm tính toán lĩnh và Áp dụng kiến thức AET3274 một cách hiệu quả tốt,CLO3_AET3274,3.61,3,"['năng', 'phân', 'thống', 'tùng']",0.855,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3274', 'original_clo_description': 'Có kỹ năng làm việc nhóm, tư duy hệ thống, phân tích, phản biện, tổng hợp và giải quyết vấn đề trong lĩnh vực chế tạo phụ tùng.'}",train
Bài làm sử dụng nhóm và Phân tích giải một cách logic đầy đủ,CLO3_AET3227,3.61,3,"['giải', 'phân', 'quyết', 'năng']",0.923,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3227', 'original_clo_description': 'Có kỹ năng làm việc nhóm, tư duy hệ thống, phân tích, phản biện, tổng hợp và giải quyết vấn đề trong lĩnh vực lắp ráp ô tô.'}",train
Sinh viên tính toán thức một cách xuất sắc. Kết luận chính xác và có căn cứ,CLO1_AET3274,3.67,3,"['kiến', 'dụng', 'ngoại', 'lĩnh']",0.811,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3274', 'original_clo_description': 'Vận dụng kiến thức về khoa học tự nhiên, ngoại ngữ, tin học vào lĩnh vực chế tạo phụ tùng.'}",train
Báo cáo thể hiện động hoàn chỉnh. giải thích Thể hiện hiểu biết sâu sắc về tháo,CLO 1_ME3263,3.19,2,"['hiểu', 'kiến', 'thống', 'trình']",0.901,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3263', 'original_clo_description': 'Trình bày và hiểu được các kiến thức về quy trình bảo dưỡng kỹ thuật, tháo lắp cơ cấu, hệ thống và sửa chữa động cơ;'}",train
Nội dung hiểu rõ ràng về trình. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 3_AET3217,3.92,2,"['năng', 'trình', 'thuyết']",0.948,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3217', 'original_clo_description': 'Kỹ năng thuyết trình, bảo vệ đồ án'}",train
Bài làm giải thích năng và Sử dụng thuật ngữ chuyên môn đúng đắn xuất sắc,CLO 4_AET3229,3.71,2,"['hình', 'nghiệp', 'chuyên', 'thiết', 'nhân']",0.92,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3229', 'original_clo_description': 'Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",train
Bài làm giải thích hiệu và Sử dụng thuật ngữ chuyên môn đúng đắn rõ ràng,CLO 4_AET3236,3.36,2,"['chất', 'nghiệp', 'việc']",0.933,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3236', 'original_clo_description': 'Kỹ năng chuyên nghiệp và phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",train
Nội dung không thực hiện quyết. Kết luận cơ bản chưa rõ ràng,CLO 3_ATE3272,2.38,3,['giải'],0.712,neutral,"{'template_used': 'Nội dung không {action} {concept}. {detail} chưa rõ ràng', 'generation_method': 'synthetic_neutral', 'course_code': 'ATE3272', 'original_clo_description': 'Có khả năng thành lập nhóm, lãnh đạo nhóm, thảo luận để đưa ra các giải pháp để giải quyết các vấn đề quản trị một cách tối ưu.'}",train
Sinh viên phân loại nghề một cách chi tiết. Kết luận chính xác và có căn cứ,CLO 4_ME3266,3.92,2,"['nhân', 'năng', 'nghề', 'chất']",0.827,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3266', 'original_clo_description': 'Kỹ năng chuyên nghiệp và phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề'}",train
Báo cáo thể hiện nguyên đầy đủ. hiểu Áp dụng kiến thức  ở mức độ cơ bản,CLO 2_,2.27,2,"['nguyên', 'phân']",0.79,neutral,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_neutral', 'course_code': '', 'original_clo_description': 'Phân thích được các hiện tượng, nguyên nhân hư hỏng các cụm, hệ thống, cơ cấu trên xe ô tô'}",train
Nội dung mô tả rõ ràng về thuật. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 1_ME2208,3.71,2,"['thuật', 'tiết', 'thông', 'hiểu']",0.908,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2208', 'original_clo_description': 'Hiểu rõ được các thông số kỹ thuật của chi tiết máy'}",train
Nội dung phân loại rõ ràng về phân. Áp dụng kiến thức  một cách hiệu quả,CLO5_,3.1,2,"['thích', 'phân', 'tích', 'công', 'đánh']",0.836,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Khả năng phát triển và tiến hành thực hành, phân tích, giải thích dữ liệu, sử dụng đánh giá kỹ thuật để đưa ra các kết luận cho các vấn đề chuyên môn trong lĩnh vực công nghệ kỹ thuật ô tô.'}",train
Sinh viên chưa so sánh thực. Phân tích hành còn hạn chế không đầy đủ,CLO 1_ME2258,1.75,2,[],0.749,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': 'ME2258', 'original_clo_description': 'Hướng dẫn sử dụng các thiết bị, nguyên tắc an toàn lao động trong phòng thực hành'}",train
Sinh viên đã so sánh công chi tiết và Phân tích dụng một cách logic,CLO 6_ME3270,3.79,2,"['bằng', 'công', 'dụng', 'chữa']",0.842,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3270', 'original_clo_description': 'Sửa chữa được các dụng cụ gia công bằng tay'}",train
Sinh viên chưa giải thích động. Sử dụng thuật ngữ chưa đúng không đầy đủ,CLO 2_,0.91,2,[],0.639,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': '', 'original_clo_description': 'Sử dụng kiến thức mạch điện áp dụng điều khiển động cơ điện'}",train
Nội dung phân loại rõ ràng về phương. Phân tích trên một cách logic,CLO 2_AET3229,3.95,2,"['trên', 'nghiệm', 'biết']",0.897,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3229', 'original_clo_description': 'Biết được phương pháp tiến hành các thí nghiệm trên ô tô.'}",train
Báo cáo không thể hiện nghề. so sánh Kết luận cơ bản chưa tốt,CLO 4_,2.3,2,['việc'],0.746,neutral,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_neutral', 'course_code': '', 'original_clo_description': 'Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",train
Sinh viên đã phân loại năng rõ ràng và Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 1_ME3266,3.75,2,"['hiểu', 'điện', 'trên', 'trang']",0.91,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3266', 'original_clo_description': 'Hiểu rõ chức năng, cấu tạo hoạt động các trang bị điện điện tử trên ô tô'}",train
Sinh viên đã nhớ trình chi tiết và Áp dụng kiến thức  ở mức độ cơ bản,CLO7_,2.88,1,"['linh', 'năng', 'dụng']",0.732,neutral,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_neutral', 'course_code': '', 'original_clo_description': 'Vận dụng tốt các kỹ năng: giao tiếp, thuyết trình, đàm phán, xác định mục tiêu và lập kế hoạch, xử lý linh hoạt các tình huống trong lĩnh vực chuyên môn.'}",train
Bài làm tạo ra chọn và Sử dụng thuật ngữ chuyên môn đúng đắn tốt,CLO 3_,3.04,6,"['kiến', 'thức', 'tổng', 'chọn']",0.839,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Tổng hợp được các kiến thức lý thuyết, thực tế thu nhập được để hoàn thành các nội dung trong báo cáo thực tập; làm cơ sở lựa chọn đề tài tốt nghiệp, nội dung thực tâp tốt nghiệp.'}",train
Bài làm thực hiện gian và Kết luận chính xác và có căn cứ hoàn chỉnh,CLO 2_,3.42,3,"['điểm', 'diễn', 'vững', 'chiếu']",0.912,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Nắm vững các quy tắc biểu diễn các yếu tố cơ bản trong không gian: Điểm, đường thẳng, mặt phẳng, đường cong và các mặt. Sử dụng nhuần nhuyễn phương pháp hai hình chiếu vuông góc để giải quyết các bài toán về vị trí và các bài toán về lượng'}",train
Sinh viên đã giải thích nhân rõ ràng và Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 6_AET3219,3.84,2,"['nghiệp', 'nhân', 'nghề', 'chuyên', 'hình']",0.903,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3219', 'original_clo_description': 'Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",train
Nội dung hiểu rõ ràng về hiểu. Kết luận cơ bản,CLO 1_TET2213,2.83,2,"['quan', 'những', 'chất']",0.742,neutral,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'TET2213', 'original_clo_description': 'Hiểu rõ được những vấn đề liên quan về môi chất'}",train
Sinh viên mô tả nguyên một cách chi tiết. Kết luận cơ bản,CLO 1_AET3224,2.78,2,['điện'],0.744,neutral,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3224', 'original_clo_description': 'Mô tả các cơ cấu, hệ thống cơ điện tử trên ô tô, nguyên lý hoạt động của các cơ cấu, hệ thống cơ điện tử ôtô.'}",train
Sinh viên chưa phân tích chất. Kết luận cơ bản không đầy đủ,CLO 1_ATE3272,2.13,4,['doanh'],0.722,neutral,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_neutral', 'course_code': 'ATE3272', 'original_clo_description': 'Kiến thức nền tảng về doanh nghiệp, các hoạt động quản trị sản xuất, tổ chức, điều hành một cơ sở sản xuất, lập quy trình sản xuất, các công cụ quản lý chất lượng.'}",train
Bài làm vận dụng tính và Áp dụng kiến thức AET3261 một cách hiệu quả hoàn chỉnh,CLO 2_AET3261,3.46,3,"['trục', 'toán', 'thanh', 'công', 'động']",0.927,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3261', 'original_clo_description': 'Phân tích được đồ thị công, đồ thi pha phối khí của động cơ đốt trong. Tính toán, xây dựng được các biểu thức, đồ thị biểu diễn quy luật dịch chuyển của cơ cấu trục khuỷu - thanh truyền.'}",train
Sinh viên đã so sánh thống tốt và Phân tích nhận một cách logic,CLO 1_AET3218,3.55,2,"['thống', 'trên', 'biết', 'nhận', 'tổng']",0.933,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3218', 'original_clo_description': 'Nhận biết về cấu tạo của các cơ cấu, hệ thống, tổng thành trên ôtô.'}",train
Nội dung thực hiện rõ ràng về trình. Thể hiện hiểu biết sâu sắc về trình,CLO 2_ME3268,3.55,3,"['toán', 'trình', 'công', 'điều', 'phản']",0.946,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3268', 'original_clo_description': 'Tính toán, lập báo cáo, thuyết trình, phản biện công việc cá nhân; lập kế hoạch, điều phối công việc khi làm việc nhóm.'}",train
Sinh viên áp dụng phỏng một cách xuất sắc. Áp dụng kiến thức ME2256 một cách hiệu quả,CLO 3_ME2256,3.74,3,"['hoạt', 'phẩm', 'phỏng', 'toán']",0.814,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2256', 'original_clo_description': 'Có tư duy tính toán, thiết kế, mô phỏng hoạt động của sản phẩm'}",train
Báo cáo thể hiện công hoàn chỉnh. sử dụng Phân tích việc một cách logic,CLO 2_ME3268,3.92,3,"['nhóm', 'công', 'điều', 'thuyết', 'trình']",0.9,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3268', 'original_clo_description': 'Tính toán, lập báo cáo, thuyết trình, phản biện công việc cá nhân; lập kế hoạch, điều phối công việc khi làm việc nhóm.'}",train
Thiếu tích trong bài làm. xác định Áp dụng kiến thức ME3270 chưa chính xác không chính xác,CLO 2_ME3270,0.99,1,"['nguội', 'dạng']",0.789,negative,"{'template_used': 'Thiếu {concept} trong bài làm. {action} {detail} không chính xác', 'generation_method': 'synthetic_negative', 'course_code': 'ME3270', 'original_clo_description': 'Sử dụng các kiến thức đã học để đọc bản vẽ chi tiết; phân tích chi tiết đưa được ra quy trình công nghệ; xác định được các dạng sai hỏng trong gia công nguội nguyên nhân và biện pháp khắc phục'}",train
Sinh viên chưa phân loại hình. Kết luận thiếu căn cứ không đầy đủ,CLO 2_ME2205,0.08,2,[],0.779,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': 'ME2205', 'original_clo_description': 'Sử dụng và lựa chọn tính toán xây dựng mô hình lực và cân bằng lực để giải quyết bài toán về lực'}",train
Sinh viên chưa xác định nghiêm. Phân tích thức còn hạn chế không đầy đủ,CLO 4_ME2256,0.44,1,[],0.643,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': 'ME2256', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",train
Sinh viên giải thích trên một cách đầy đủ. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 3_AET3218,3.71,2,"['thành', 'nguyên', 'thích', 'tổng']",0.949,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3218', 'original_clo_description': 'Giải thích và lập luận về cấu tạo, nguyên lý làm việc của các cơ cấu, hệ thống, tổng thành trên ôtô.'}",train
Sinh viên chưa áp dụng nguội. Không hiểu rõ về hỏng không đầy đủ,CLO 5_ME3270,1.57,3,"['nguội', 'pháp']",0.758,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': 'ME3270', 'original_clo_description': 'Kiểm tra, phát hiện và đưa ra biện pháp khắc phục được các dạng sai hỏng khi gia công nguội'}",train
Nội dung không chấm điểm chuẩn. Phân tích tổng còn hạn chế chưa rõ ràng,CLO 2_AET3216,0.12,5,"['chuẩn', 'dựng']",0.643,negative,"{'template_used': 'Nội dung không {action} {concept}. {detail} chưa rõ ràng', 'generation_method': 'synthetic_negative', 'course_code': 'AET3216', 'original_clo_description': 'Tổng hợp, xây dựng các bản vẽ theo tiêu chuẩn'}",train
Sinh viên chưa nêu động. Sử dụng thuật ngữ chưa đúng không đầy đủ,CLO 2_,1.47,1,['toán'],0.764,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': '', 'original_clo_description': 'Có kiến thức về cấu tạo, nguyên lý hoạt động của Transistor lưỡng cực; Có kiến thức về cấu tạo nguyên tắc hoạt động của mạch khuếch đại thuật toán OP AMP.'}",train
Sinh viên hiểu dụng một cách chính xác. Kết luận chính xác và có căn cứ,CLO 1_AET4243,3.95,2,"['dụng', 'nhiệm', 'kiến', 'những', 'thành']",0.818,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET4243', 'original_clo_description': 'Hiểu rõ được nhiệm vụ học phần, vận dụng những kiến thức đã học để hoàn thành một nhiệm vụ khoa học được nêu trong đồ án.'}",train
Báo cáo thể hiện hiệu đầy đủ. áp dụng Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 2_,3.12,3,"['phương', 'hiệu', 'động']",0.923,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Sử dụng và lựa chọn phương tiện vận tải phù hợp với chi phí và hiệu quả hoạt động logistics'}",train
Thiếu phục trong bài làm. so sánh Hiểu cơ bản về biện không chính xác,CLO 5_ME3270,2.28,4,"['công', 'khắc']",0.845,neutral,"{'template_used': 'Thiếu {concept} trong bài làm. {action} {detail} không chính xác', 'generation_method': 'synthetic_neutral', 'course_code': 'ME3270', 'original_clo_description': 'Kiểm tra, phát hiện và đưa ra biện pháp khắc phục được các dạng sai hỏng khi gia công nguội'}",train
